Facility Name,Primary Service Category,Layers of Care Provided,Parish,City,Physical Address,Intake / Admissions Phone,After-Hours Coverage Line,Admin Email Contact,Age Groups Treated (Ages),Total Psychiatric Bed Count,Specialized Clinical Tracks,Medicaid Enrolled (Y/N),Medicare Enrolled (Y/N),Commercial Insurance Accepted,Discharge Planning / Referral Liaison,program_name,clarity_fit,notes
Crowley Behavioral Health Clinic,Behavioral Health Service,Behavioral Health Service,Acadia,Crowley,1822 West 2nd Street,3377887511.0,,carolyn.knowles@la.gov,,0,Substance Use Disorder,,,,Carolyn Knowles,Crowley Behavioral Health Clinic,,
The Center for Children and Families - Crowley,Behavioral Health Service,Behavioral Health Service,Acadia,Crowley,"1325 Wright Ave, Suite D",3375145182.0,,mthornton@standforhope.org,,0,Substance Use Disorder,,,,Matthew  Thornton,The Center for Children and Families - Crowley,,
"Safe Haven Counseling, LLC",Behavioral Health Service,Behavioral Health Service,Union,Farmerville,107 Miller Street,3183685279.0,,church.rainie@yahoo.com,,0,Substance Use Disorder,,,,Bobby  Church,"Safe Haven Counseling, LLC",,
Bold Treatment,Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,40521 Pumpkin Center Road,2252940101.0,,larrycp48@gmail.com,,0,Substance Use Disorder,,,,Larry  Phinney,Bold Treatment,,
Cope Behavioral Health-Hammond,Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,208 East Thomas Street,9859567823.0,,copebehavioralhealth@gmail.com,,0,Substance Use Disorder,,,,Michelle  Evans,Cope Behavioral Health-Hammond,,
Choices of Louisiana at Northshore,Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,615 Pride Drive,9854191666.0,,rtbrown01@msn.com,,0,Substance Use Disorder,,,,Roye T Brown,Choices of Louisiana at Northshore,,
Epiphany Healthcare of Hammond,Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,906 Fagan Drive Bldg. A Suite 6A,9859537370.0,,moorequalityhealthcare.gmail.com,,0,Substance Use Disorder,,,,Christopher  Moore,Epiphany Healthcare of Hammond,,
"Unique''''s Professional Services, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,"1799 Stumpf Blvd. Building 7, Suite 9A",8668647834.0,,uniquespsllc@yahoo.com,,0,Substance Use Disorder,,,,Vom Cedric  Dixen,"Unique''''s Professional Services, LLC",,
"Inkreasing Kare Behavioral Healthcare, LLC",Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,1008 Venice Street,9856874703.0,,inkreasingkare@ikkbh.net,,0,Substance Use Disorder,,,,Margaret  Provost,"Inkreasing Kare Behavioral Healthcare, LLC",,
Lighthouse Community Care-Hammond,Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,"1126 Commercial Drive, Suite 2",9859567560.0,,bthomasceo@lighthouseccbr.com,,0,Substance Use Disorder,,,,Tiffany  Beshears,Lighthouse Community Care-Hammond,,
Merakey Pennsylvania - Hammond,Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,"44617 S Airport Road, Suites C & D",9854297611.0,,mdahlhauser@merakey.org,,0,Substance Use Disorder,,,,Mike  Dahlhauser,Merakey Pennsylvania - Hammond,,
"New Beginnings Behavioral Healthcare, Inc",Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,1417 W. Morris Avenue Suite E,9855429949.0,,newbeginningsbhc@aol.com,,0,Substance Use Disorder,,,,Angela  Mayfield,"New Beginnings Behavioral Healthcare, Inc",,
New World Behavioral Services,Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,"42367 Deluxe Plaza, Suite 30",9852058148.0,,newworldbehavioral@gmail.com,,0,Substance Use Disorder,,,,Kamal  Dorsey,New World Behavioral Services,,
"O & M Family Care, LLC",Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,12561 Wardline Road,9855205697.0,,Jasmine.ard@selu.edu,,0,Substance Use Disorder,,,,Jasmine  UBA,"O & M Family Care, LLC",,
Rosenblum  Behavioral Health Clinic,Behavioral Health Service,Behavioral Health Service,Tangipahoa,Hammond,"835 Pride Drive, Suite B",9855434080.0,,aimee.foil@fphsa.org,,0,Substance Use Disorder,,,,Aimee  Foil,Rosenblum  Behavioral Health Clinic,,
The First Step Youth & Family Services,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,1202 Monroe Street,5043096798.0,,thefirststepllc@gmail.com,,0,Substance Use Disorder,,,,Kimberly  Andres,The First Step Youth & Family Services,,
Ascension Counseling Center,Behavioral Health Service,Behavioral Health Service,Ascension,Gonzales,1112-A E. Ascension Complex,2254501160.0,,shamilton@apgov.us,,0,Substance Use Disorder,,,,Suzanne  Hamilton,Ascension Counseling Center,,
Enhance Healthcare Services Behavioral Health,Behavioral Health Service,Behavioral Health Service,Ascension,Gonzales,"1058 East Worthey Street, Suite B-2",2252587322.0,,enhancehhc@gmail.com,,0,Substance Use Disorder,,,,Genlyn  Green,Enhance Healthcare Services Behavioral Health,,
Gonzales Mental Health Center,Behavioral Health Service,Behavioral Health Service,Ascension,Gonzales,1112 South East Ascension Complex Blvd,2256215770.0,,ryan.rife@la.gov,,0,Substance Use Disorder,,,,Jan  Kasofsky,Gonzales Mental Health Center,,
"Open Arms Behavioral Services, LLC",Behavioral Health Service,Behavioral Health Service,Ascension,Gonzales,108 East Sanders Street,2256474105.0,,tpatterson@oabsllc.com,,0,Substance Use Disorder,,,,Tamekia  Spencer Patterson,"Open Arms Behavioral Services, LLC",,
Power House Services,Behavioral Health Service,Behavioral Health Service,Ascension,Gonzales,715 West Worthey,2256478277.0,,sober@powerhouseprograms.com,,0,Substance Use Disorder,,,,Cody  Goutreaux,Power House Services,,
Rise ''N'' Shine Counseling Agency - Gonzales,Behavioral Health Service,Behavioral Health Service,Ascension,Gonzales,"1724 N Burnside, Suite 7",2256448565.0,,cfurusa01@yahoo.com,,0,Substance Use Disorder,,,,Cardetra  Thompson,Rise ''N'' Shine Counseling Agency - Gonzales,,
Cognitive Development Center - Ferriday,Behavioral Health Service,Behavioral Health Service,Concordia,Ferriday,615 South E. Wallace Blvd,3187579363.0,,awoods@seasidehc.com,,0,Substance Use Disorder,,,,Timeka  Wright,Cognitive Development Center - Ferriday,,
"New Horizon Counseling Agency, LLC-Ferriday",Behavioral Health Service,Behavioral Health Service,Concordia,Ferriday,206 Serio Blvd,3184377172.0,,newhorizon_counseling@yahoo.com,,0,Substance Use Disorder,,,,Cotrinia  Price,"New Horizon Counseling Agency, LLC-Ferriday",,
People United Behavioral Health-Ferriday,Behavioral Health Service,Behavioral Health Service,Concordia,Ferriday,128 Louisiana Avenue,3184377157.0,,peopleunitedr8@gmail.com,,0,Substance Use Disorder,,,,Jasmine  Schiele,People United Behavioral Health-Ferriday,,
"Hidden Gems Social Services, LLC",Behavioral Health Service,Behavioral Health Service,St. Mary,Franklin,75 Main Street,3379076389.0,,hiddengemsss@yahoo.com,,0,Substance Use Disorder,,,,Falaisha  Thomas,"Hidden Gems Social Services, LLC",,
"Washington Parish Behavioral Health, LLC",Behavioral Health Service,Behavioral Health Service,Washington,Franklinton,915 Washington Street,9853222026.0,,washingtonparishbh@gmail.com,,0,Substance Use Disorder,,,,Mark  James,"Washington Parish Behavioral Health, LLC",,
Sims Social Services,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,401 Whitney Avenue Suite 409,5043629010.0,,simssr@cox.net,,0,Substance Use Disorder,,,,Victor  Sims,Sims Social Services,,
HCO Behavioral Health Services,Behavioral Health Service,Behavioral Health Service,East Baton Rouge,Greenwell Springs,6685 Sullivan Road-Suite B,2252617143.0,,onyacarterhcbobhs.com,,0,Substance Use Disorder,,,,Annette  Austin,HCO Behavioral Health Services,,
"Abundance Behavioral Health, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,"401 Whitney Avenue, Suite 613",5043451711.0,,abhllc@wmconnect.com,,0,Substance Use Disorder,,,,Ogo  Emodi-Onwuka,"Abundance Behavioral Health, LLC",,
"Advanced Therapeutic Services, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,"1799 Stumpf Blvd, Building 3, Suite 4B",5044070755.0,,ats1799@gmail.com,,0,Substance Use Disorder,,,,Rudolph  Clarke,"Advanced Therapeutic Services, LLC",,
"Alternative Care Consultants, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,"1500 Lafayette Street, Ste 109",5043582373.0,,vhk7020@gmail.com,,0,Substance Use Disorder,,,,Vivison  Kerr,"Alternative Care Consultants, LLC",,
American Active Rehab LLC,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,401 Whitney Avenue Suite 320,5042631403.0,,rehabact@bellsouth.net,,0,Substance Use Disorder,,,,Rita  Ekenta,American Active Rehab LLC,,
"Anchored in Wellness, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,1799 Stumpf Blvd Building 1 Ste. 1,5042662522.0,,anchoredinwellnessllc@gmail.com,,0,Substance Use Disorder,,,,Jasmine  Berfect,"Anchored in Wellness, LLC",,
BHG New Orleans Westbank Treatment Center,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,"1141 Whitney Avenue, Building 4",5043471120.0,,derek.walsh@bhgrecovery.com,,0,Substance Use Disorder,,,,Derek  Walsh,BHG New Orleans Westbank Treatment Center,,
Brightway Mental Health Clinic,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,252 Hector Avenue Suite A,5044351444.0,,bpreattobmhc@outlook.com,,0,Substance Use Disorder,,,,Brandy  Preatto,Brightway Mental Health Clinic,,
"City Medical Management Services, Inc.",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,"1799 Stumpf Blvd, Bldg 7, Suite 6",5045103555.0,,cmmgretna1799@gmail.com,,0,Substance Use Disorder,,,,Renee  Woods,"City Medical Management Services, Inc.",,
Family Affair Counseling Agency,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,"1799 Stumpf Blvd, Building 2, Suite 2",5043098630.0,,familyaffaircounseling@gmail.com,,0,Substance Use Disorder,,,,Yelitza  Gray,Family Affair Counseling Agency,,
"Holistic Educational Rehab Center, Inc",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,2100 Belle Chasse Highway,5043676630.0,,ldoyle8991@aol.com,,0,Substance Use Disorder,,,,LaShun  Doyle,"Holistic Educational Rehab Center, Inc",,
"Innovative Start, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,1101 Franklin St,5043615972.0,,innovative_start@yahoo.com,,0,Substance Use Disorder,,,,Doris Green,"Innovative Start, LLC",,
Nu Vision Behavioral Health,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,1799 Stumpf Blvd Bldg. 2 Ste 4-A,5043010811.0,,1799NUV@GMAIL.COM,,0,Substance Use Disorder,,,,Stacey Phelps,Nu Vision Behavioral Health,,
"OPS Family Care, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,1799 Stumpf Blvd Bldg. 4 Ste 3,5043676888.0,,csmith@ops.familycare.com,,0,Substance Use Disorder,,,,Ossie  Powell,"OPS Family Care, LLC",,
People''s First Behavior Health Solutions,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,1500 Lafayette St.Ste 140,5045584931.0,,peoples1stbhs@gmail.com,,0,Substance Use Disorder,,,,chelsei  Slocum,People''s First Behavior Health Solutions,,
Responsibility House,Behavioral Health Service,Behavioral Health Service,Jefferson,Gretna,"1799 Stumpf Blvd Bldg 1, Suites 2&4",5043674234.0,,mrose@rhousela.org,,0,Substance Use Disorder,,,,Mike  Martyn,Responsibility House,,
Solutions Behavioral Health,Behavioral Health Service,Behavioral Health Service,St. Helena,Greensburg,33 Church Street,2252223341.0,,kthomas4theyouth@yahoo.com,,0,Substance Use Disorder,,,,Tony  Monk,Solutions Behavioral Health,,
Charles Bramlet,Psychiatry,Outpatient / Provider,,Lafayette,119 Rue Fontaine,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Charles Bramlet,,
Kristoffer Mccoy,Psychiatry,Outpatient / Provider,,Lafayette,800 Kaliste Saloom Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Kristoffer Mccoy,,
Edwin Urbi,Psychiatry,Outpatient / Provider,,Alexandria,4120 Jackson Street Ext,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Edwin Urbi,,
Michael Brown,Psychiatry,Outpatient / Provider,,Lake Charles,333 Dr Michael Debakey Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Brown,,
Venugopal Vatsavayi,Psychiatry,Outpatient / Provider,,Baton Rouge,3401 North Blvd Ste 100,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Venugopal Vatsavayi,,
Said Cantu,Psychiatry,Outpatient / Provider,,Lake Charles,2829 4th Avenue,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Said Cantu,,
Tawfik Mukhtar-Benghozi,Psychiatry,Outpatient / Provider,,Alexandria,5920 Coliseum Blvd.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Tawfik Mukhtar-Benghozi,,
Philip Landry,Psychiatry,Outpatient / Provider,,Opelousas,537 S Main,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Philip Landry,,
Sidney Smith,Psychiatry,Outpatient / Provider,,Metairie,3901 Houma Blvd Ste 401,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Sidney Smith,,
Carol Murphy,Psychiatry,Outpatient / Provider,,Baton Rouge,7922 Wrenwood Blvd Ste A,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Carol Murphy,,
Anupama Atluri,Psychiatry,Outpatient / Provider,,Baton Rouge,8542 Siegen Ln,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Anupama Atluri,,
Garrett Ryder,Psychiatry,Outpatient / Provider,,Lake Charles,3109 Common St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Garrett Ryder,,
Jose Rodriguez,Psychiatry,Outpatient / Provider,,Metairie,4421 Conlin St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jose Rodriguez,,
Alfredo Torres,Psychiatry,Outpatient / Provider,,Monroe,300 Washington St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Alfredo Torres,,
Elizabeth Taylor,Psychiatry,Outpatient / Provider,,Baton Rouge,422 Colonial Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Elizabeth Taylor,,
David Dawes,Psychiatry,Outpatient / Provider,,Lafayette,850 Kaliste Saloom Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,David Dawes,,
Mohammad Anwar,Psychiatry,Outpatient / Provider,,Kenner,4113 Williams Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Mohammad Anwar,,
Janice Hollier,Psychiatry,Outpatient / Provider,,Shreveport,1002 Highland Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Janice Hollier,,
Vic Linden,Psychiatry,Outpatient / Provider,,New Orleans,1542 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Vic Linden,,
Scott Mayers,Psychiatry,Outpatient / Provider,,Lafayette,216 Saint Landry St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Scott Mayers,,
Lisa Menuet,Psychiatry,Outpatient / Provider,,Ville Platte,312 Court St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lisa Menuet,,
Hyon Kim,Psychiatry,Outpatient / Provider,,Mandeville,23515 Highway 190,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Hyon Kim,,
Jasjit Singh,Psychiatry,Outpatient / Provider,,Shreveport,7591 Fern Ave Ste 1705,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jasjit Singh,,
Shamalon Johnson,Psychiatry,Outpatient / Provider,,New Orleans,2115 Carondelet St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Shamalon Johnson,,
Claudia Orellana,Psychiatry,Outpatient / Provider,,Bossier City,4440 Viking Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Claudia Orellana,,
Subramanyeswara R Chalasani,Psychiatry,Outpatient / Provider,,Baton Rouge,8542 Siegen Ln,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Subramanyeswara R Chalasani,,
Suresh Sabbenahalli,Psychiatry,Outpatient / Provider,,Shreveport,1006 Highland Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Suresh Sabbenahalli,,
Reena Nanjireddy,Psychiatry,Outpatient / Provider,,Shreveport,2551 Greenwood Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Reena Nanjireddy,,
Lionel Guillaume,Psychiatry,Outpatient / Provider,,Bossier City,3018 Old Minden Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lionel Guillaume,,
Michael Prejean,Psychiatry,Outpatient / Provider,,Mamou,1610 7th St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Prejean,,
Nick Ramandi,Psychiatry,Outpatient / Provider,,New Orleans,Louisiana State University Medical Sciences,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Nick Ramandi,,
Olufemi Ogundeji,Psychiatry,Outpatient / Provider,,Shreveport,1006 Highland Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Olufemi Ogundeji,,
Franklin Harris,Psychiatry,Outpatient / Provider,,Baton Rouge,7865 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Franklin Harris,,
Samir Salama,Psychiatry,Outpatient / Provider,,Lafayette,800 Kaliste Saloom Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Samir Salama,,
Mary Fitz-Gerald,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Mary Fitz-Gerald,,
Aruna Gullapalli,Psychiatry,Outpatient / Provider,,Monroe,2404 Duval Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Aruna Gullapalli,,
Oladapo Folarin,Psychiatry,Outpatient / Provider,,Alexandria,110 John Eskew Drive,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Oladapo Folarin,,
Jonathon Rynning,Psychiatry,Outpatient / Provider,,Metairie,3901 Houma Blvd Ste 401,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jonathon Rynning,,
David Craft,Psychiatry,Outpatient / Provider,,Abbeville,318 North Hospital Drive,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,David Craft,,
J Gary Booker,Psychiatry,Outpatient / Provider,,Shreveport,851 Olive St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,J Gary Booker,,
Herbert Vandenberg,Psychiatry,Outpatient / Provider,,Ruston,615 S Trenton St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Herbert Vandenberg,,
Sudheera Rachamallu,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Sudheera Rachamallu,,
Lloyd Bellah,Psychiatry,Outpatient / Provider,,Shreveport,1801 Fairfield Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lloyd Bellah,,
Vesela Tzoneva,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Vesela Tzoneva,,
Jason Broussard,Psychiatry,Outpatient / Provider,,Shreveport,2551 Greenwood Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jason Broussard,,
Balminder Mangat,Psychiatry,Outpatient / Provider,,Bogalusa,1640 S Columbia St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Balminder Mangat,,
Sureshkumar Bhatt,Psychiatry,Outpatient / Provider,,Kaplan,304 E Veterans Meml Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Sureshkumar Bhatt,,
Nicolas Vergara,Psychiatry,Outpatient / Provider,,Houma,1990 Industrial Blvd.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Nicolas Vergara,,
Shanmugan Shantha,Psychiatry,Outpatient / Provider,,Marrero,4500 Wichers Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Shanmugan Shantha,,
Warren Trask,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd Ste 6000,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Warren Trask,,
Kathryn Kennedy,Psychiatry,Outpatient / Provider,,Shreveport,1666 E Bert Kouns Loop,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Kathryn Kennedy,,
Tony Hanna,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Tony Hanna,,
Nicole Dickens,Psychiatry,Outpatient / Provider,,Lafayette,114 Representative Row,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Nicole Dickens,,
Anwar Ismail,Psychiatry,Outpatient / Provider,,Kenner,4113 Williams Blvd.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Anwar Ismail,,
Marc Colon,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Marc Colon,,
Jayendra Patel,Psychiatry,Outpatient / Provider,,Lake Charles,333 Dr Michael Debakey Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jayendra Patel,,
Lance Bullock,Psychiatry,Outpatient / Provider,,Gonzales,3136 S Saint Landry Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lance Bullock,,
Amira Odisho,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Amira Odisho,,
Guy Brannon,Psychiatry,Outpatient / Provider,,Shreveport,1002 Highland Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Guy Brannon,,
Kimberly Law,Psychiatry,Outpatient / Provider,,Shreveport,2920 Knight St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Kimberly Law,,
Michael Knight,Psychiatry,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Knight,,
Julie Ceasar,Psychiatry,Outpatient / Provider,,Metairie,3901 Houma Blvd Ste 401,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Julie Ceasar,,
Calvin Walker,Psychiatry,Outpatient / Provider,,Monroe,3418 Medical Park Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Calvin Walker,,
Edgardo Concepcion,Psychiatry,Outpatient / Provider,,Lafayette,1131 Rue Du Belier,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Edgardo Concepcion,,
Frank Weinholt,Psychiatry,Outpatient / Provider,,West Monroe,128 Ridgedale Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Frank Weinholt,,
Gopinath Kongara,Psychiatry,Outpatient / Provider,,Baton Rouge,5425 Brittany Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Gopinath Kongara,,
Kenneth Sumner,Psychiatry,Outpatient / Provider,,Metairie,3901 Houma Blvd Ste 401,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Kenneth Sumner,,
Denis Devenport,Psychiatry,Outpatient / Provider,,La Place,1809 W Airline Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Denis Devenport,,
Christopher Rodgman,Psychiatry,Outpatient / Provider,,Alexandria,44 Versailles Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Christopher Rodgman,,
Jason Boudreaux,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jason Boudreaux,,
Michael Susano,Psychiatry,Outpatient / Provider,,Shreveport,1310 N Hearne Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Susano,,
Melissa Watson,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Melissa Watson,,
Thomas Keister,Psychiatry,Outpatient / Provider,,Mandeville,2810 E Causeway Approach,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Thomas Keister,,
Bob Winston,Psychiatry,Outpatient / Provider,,Lafayette,234 Rue Beauregard,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Bob Winston,,
Ravindra Reddy,Psychiatry,Outpatient / Provider,,New Orleans,3520 General Degaulle Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Ravindra Reddy,,
Muhammed Yasin,Psychiatry,Outpatient / Provider,,Kenner,4113 Williams Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Muhammed Yasin,,
Jamie Hutchinson,Psychiatry,Outpatient / Provider,,New Orleans,1514 Jefferson Highway,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jamie Hutchinson,,
Shilpa Amara,Psychiatry,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Shilpa Amara,,
Daren Parsa,Psychiatry,Outpatient / Provider,,Raceland,157 Twin Oaks Drive,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Daren Parsa,,
Harminder Mallik,Psychiatry,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Harminder Mallik,,
Jessica Berthelot,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd Ste 6000,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jessica Berthelot,,
Ehtesham Syed,Psychiatry,Outpatient / Provider,,Lake Charles,324 W Hale St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Ehtesham Syed,,
Stephanie Hill,Psychiatry,Outpatient / Provider,,New Orleans,2020 Gravier St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Stephanie Hill,,
James Mcconville,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,James Mcconville,,
Cullen Burke,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Cullen Burke,,
George Diggs,Psychiatry,Outpatient / Provider,,Lafayette,302 Dulles Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,George Diggs,,
Devanshi Jani,Psychiatry,Outpatient / Provider,,Shreveport,1111 Line Ave Fl 3,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Devanshi Jani,,
Joseph Roniger,Psychiatry,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Joseph Roniger,,
John Hill,Psychiatry,Outpatient / Provider,,Alexandria,109 Yorktown Drive,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,John Hill,,
Mordecai Potash,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Mordecai Potash,,
Matthew Menard,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Matthew Menard,,
Rachel Csaki,Psychiatry,Outpatient / Provider,,Slidell,2750 Gause Blvd E,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Rachel Csaki,,
James Patterson,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Highway,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,James Patterson,,
Roy Ragsdill,Psychiatry,Outpatient / Provider,,Monroe,920 Oliver Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Roy Ragsdill,,
